,loss,accuracy,val_loss,val_accuracy
0,0.19428453792203637,0.9423666596412659,0.1834240188408229,0.9462413787841797
1,0.188180825406121,0.9445961713790894,0.22861065392692884,0.934195876121521
2,0.18987666493114883,0.945153534412384,0.21674478728738095,0.9353111982345581
3,0.18129100520337155,0.9452093243598938,0.17655158894550468,0.9431184530258179
4,0.18951115952139713,0.9448191523551941,0.1779309002061685,0.9462413787841797
5,0.19047545379991282,0.9432584643363953,0.1844208090255658,0.9457952380180359
6,0.18489701174302156,0.9464355111122131,0.20584480836987495,0.9402186274528503
7,0.18564218023355758,0.9448191523551941,0.2195430229107539,0.9312959909439087
8,0.18857296692530026,0.9432584643363953,0.20131619282894664,0.9384340643882751
9,0.17763995339093244,0.9457666873931885,0.15203412200013797,0.9558331370353699
10,0.18571158902138532,0.945153534412384,0.20893160646988285,0.9337497353553772
11,0.17404966604519592,0.9473831057548523,0.3489131433682309,0.9027436971664429
12,0.18870450355125842,0.9445961713790894,0.18039449858996603,0.9449029564857483
13,0.17919239102377985,0.9443174600601196,0.17998204280932745,0.9424492716789246
14,0.17278657090431207,0.9475502967834473,0.1692122306726459,0.949587345123291
15,0.18523043255986602,0.9463797807693481,0.14167007491406466,0.9580637812614441
16,0.17719296886636576,0.9468256831169128,0.16490848283800813,0.9493642449378967
17,0.17816984025420643,0.9463797807693481,0.1741303301933739,0.9498103857040405
18,0.18057216281040886,0.9458781480789185,0.15246745426621702,0.9562792778015137
19,0.17938377849823495,0.9469929337501526,0.16805822377403576,0.9498103857040405
20,0.16761107982487378,0.9496126174926758,0.1785316426306963,0.9493642449378967
21,0.18160383860298698,0.94370436668396,0.14540909114811157,0.9562792778015137
22,0.17978436834001385,0.9456552267074585,0.18821774058871799,0.9440107345581055
23,0.16865653848111195,0.9499470591545105,0.2429323719607459,0.931519091129303
24,0.17584821842554774,0.9484978318214417,0.15153754476664794,0.9527102112770081
25,0.17666254958537475,0.9470486640930176,0.17305829448418486,0.9440107345581055
26,0.17107572039067795,0.9488880038261414,0.21343576601809924,0.9290653467178345
27,0.1864831315557105,0.9452650547027588,0.1852405926005708,0.9417800307273865
28,0.17077768639292343,0.9485536217689514,0.2598684539811479,0.9205889105796814
29,0.17189046122103832,0.9495011568069458,0.18401260077953338,0.9420031309127808
30,0.16790751205873228,0.9483306407928467,0.18190094091826015,0.9451260566711426
31,0.17633016866161344,0.9462125897407532,0.16861450826335284,0.9464644193649292
32,0.1705456980428099,0.9485536217689514,0.22767244320776728,0.9268347024917603
33,0.1782022836716184,0.9486093521118164,0.1323704794049263,0.9618558883666992
34,0.16136171838400387,0.9514519572257996,0.18669348425335355,0.9395493865013123
35,0.16488983747820068,0.9501142501831055,0.12507590089614193,0.9591791033744812
36,0.17337921253424665,0.9469929337501526,0.14157977596753174,0.9562792778015137
37,0.16707029643982316,0.9515077471733093,0.16475032824609015,0.9511488080024719
38,0.16809636699774447,0.9514519572257996,0.18451514984998438,0.9455721378326416
39,0.1630408193732943,0.9506158828735352,0.1630256377160549,0.9489181637763977
40,0.16651464695649018,0.9502257108688354,0.16465961238783267,0.9507026672363281
41,0.16696315015230193,0.9489437341690063,0.16578060094681052,0.9486950635910034
42,0.17298147366407876,0.9471601247787476,0.16379039061980116,0.9466874599456787
43,0.1620253544218984,0.9524552822113037,0.16540319859567615,0.9509257078170776
44,0.16092244008763962,0.9535142779350281,0.15827204721151955,0.9551639556884766
45,0.1698409392314723,0.9508388638496399,0.19609363074931835,0.9395493865013123
46,0.16339146029647444,0.9508388638496399,0.1883271634992626,0.939995527267456
47,0.17629481949915882,0.9471043944358826,0.14762467491543954,0.9538255929946899
48,0.16416299693368644,0.9503929615020752,0.14950055446889665,0.9573945999145508
49,0.16089674432482015,0.9531798958778381,0.15638615877057116,0.9486950635910034
50,0.16726687376032714,0.9505601525306702,0.15048450686865383,0.956948459148407
51,0.16806020556972595,0.952288031578064,0.12161172177746064,0.9636403918266296
52,0.16931121281450587,0.9494454264640808,0.21820860745178328,0.937318742275238
53,0.1651930778096996,0.9508388638496399,0.18582266346654958,0.9411108493804932
54,0.15865962117865534,0.9518978595733643,0.17729699297083748,0.9473567008972168
55,0.15611650884829614,0.9542388916015625,0.1594537452639391,0.9533794522285461
56,0.16262324240558454,0.9527897238731384,0.21900668980346785,0.9379879832267761
57,0.1595726886504721,0.9518978595733643,0.2087456069058842,0.9339727759361267
58,0.1497688611528789,0.956189751625061,0.1764169748665558,0.9446799159049988
59,0.1661784739474573,0.9492781758308411,0.23418614889184633,0.9286192059516907
60,0.1546372655991125,0.952288031578064,0.13016816665314965,0.9616328477859497
61,0.1647690685359931,0.9515077471733093,0.2159490606851048,0.938880205154419
62,0.16525644565631425,0.951953649520874,0.22092763955394426,0.9339727759361267
63,0.15545421770207643,0.9546290636062622,0.23860378969046805,0.9286192059516907
64,0.1617850722768628,0.9533470869064331,0.15757086256312,0.9531563520431519
65,0.15389113577063962,0.9541274309158325,0.19480845199690924,0.9391033053398132
66,0.15048499934599124,0.9547405242919922,0.1399250513356593,0.959625244140625
67,0.15640549715214877,0.9542388916015625,0.1279086553077731,0.9616328477859497
68,0.1507083825344179,0.9556323289871216,0.24796194812903802,0.9286192059516907
69,0.17179325485873928,0.9515634775161743,0.13386944871809747,0.9565023183822632
70,0.157210687230418,0.9540159702301025,0.14784753843107157,0.9553869962692261
71,0.16275589364489915,0.9515077471733093,0.14646691482307184,0.9567254185676575
